Contract Name	Last Trade Date (EST)	Strike	Last Price	Bid	Ask	Change	% Change	Volume	Open Interest	Implied Volatility
SPY251128C00621000	11/11/2025 11:07 AM	621	60.64	52.06	54.57	0.00	0.00%	1	21	39.67%
SPY251128C00622000	11/11/2025 11:01 AM	622	59.27	51.09	53.60	0.00	0.00%	2	4	39.22%
SPY251128C00623000	11/13/2025 2:53 PM	623	50.99	50.16	52.63	0.00	0.00%	50	41	38.77%
SPY251128C00624000	11/11/2025 10:07 AM	624	57.29	49.15	51.66	0.00	0.00%	3	15	38.31%
SPY251128C00625000	11/14/2025 3:48 PM	625	48.92	49.26	49.81	-1.83	-3.61%	2	629	34.69%
SPY251128C00626000	11/13/2025 3:19 PM	626	47.78	47.21	49.74	0.00	0.00%	1	19	37.46%
SPY251128C00627000	11/14/2025 9:47 AM	627	43.54	46.25	48.77	-3.80	-8.03%	1	72	37.00%
SPY251128C00628000	11/14/2025 1:02 PM	628	47.19	45.28	47.81	-8.90	-15.87%	9	99	36.56%
SPY251128C00629000	11/10/2025 9:32 AM	629	51.18	44.32	46.85	0.00	0.00%	4	66	36.12%
SPY251128C00630000	11/14/2025 4:07 PM	630	43.66	44.44	44.99	-1.25	-2.78%	7	1,240	32.65%
SPY251128C00631000	10/30/2025 2:40 PM	631	55.34	42.40	44.95	0.00	0.00%	1	86	35.30%
SPY251128C00632000	11/12/2025 9:30 AM	632	54.54	41.45	44.00	0.00	0.00%	1	26	34.88%
SPY251128C00633000	11/14/2025 10:01 AM	633	38.00	41.58	42.13	-3.11	-7.57%	1	135	31.48%
SPY251128C00634000	11/14/2025 12:09 PM	634	43.09	39.54	42.11	2.49	6.13%	9	27	34.05%
SPY251128C00635000	11/14/2025 4:07 PM	635	39.11	39.68	40.24	-3.64	-8.51%	7	1,513	30.73%
SPY251128C00636000	11/13/2025 3:20 PM	636	38.32	38.76	39.25	0.00	0.00%	1	187	30.19%
SPY251128C00637000	11/14/2025 11:42 AM	637	39.52	37.83	38.35	0.00	0.00%	3	180	29.94%
SPY251128C00638000	11/14/2025 10:04 AM	638	33.39	36.94	37.36	-3.09	-8.47%	1	97	29.41%
SPY251128C00639000	11/14/2025 3:01 PM	639	38.08	35.92	36.43	1.48	4.04%	8	75	29.05%
SPY251128C00640000	11/14/2025 4:07 PM	640	34.57	35.00	35.50	-1.48	-4.11%	10	1,682	28.68%
SPY251128C00641000	11/14/2025 1:47 PM	641	33.83	34.10	34.62	-7.32	-17.79%	1	50	28.46%
SPY251128C00642000	11/14/2025 10:04 AM	642	29.57	33.21	33.70	-8.42	-22.16%	3	70	28.11%
SPY251128C00643000	11/13/2025 3:20 PM	643	31.95	32.29	32.73	0.00	0.00%	1	315	27.60%
SPY251128C00644000	11/14/2025 12:47 PM	644	33.30	31.37	31.87	0.92	2.84%	4	627	27.40%
SPY251128C00645000	11/14/2025 11:45 AM	645	31.73	30.41	30.96	0.68	2.19%	54	2,665	27.05%
SPY251128C00646000	11/7/2025 3:06 PM	646	25.76	29.59	30.00	-3.01	-10.46%	1	213	26.54%
SPY251128C00647000	11/14/2025 11:04 AM	647	28.02	28.69	29.10	-5.15	-15.53%	3	147	26.20%
SPY251128C00648000	11/14/2025 3:09 PM	648	29.21	27.81	28.21	1.56	5.64%	4	599	25.87%
SPY251128C00649000	11/13/2025 1:23 PM	649	28.61	26.92	27.39	0.00	0.00%	2	302	25.71%
SPY251128C00650000	11/14/2025 3:44 PM	650	25.87	25.96	26.51	-1.24	-4.57%	28	2,888	25.38%
SPY251128C00651000	11/10/2025 10:09 AM	651	31.42	25.19	25.64	0.00	0.00%	1	362	25.06%
SPY251128C00652000	11/14/2025 1:44 PM	652	24.27	24.31	24.77	-0.70	-2.80%	13	214	24.73%
SPY251128C00653000	11/14/2025 11:38 AM	653	25.53	23.47	23.85	1.43	5.93%	11	377	24.26%
SPY251128C00654000	11/14/2025 12:08 PM	654	24.65	22.59	23.00	1.98	8.73%	21	416	23.95%
SPY251128C00655000	11/14/2025 3:37 PM	655	22.06	21.81	22.15	-0.75	-3.29%	8	2,226	23.63%
SPY251128C00656000	11/14/2025 9:56 AM	656	18.65	20.95	21.39	-4.45	-19.26%	4	168	23.50%
SPY251128C00657000	11/14/2025 3:57 PM	657	19.55	20.10	20.50	-1.26	-6.05%	239	342	23.05%
SPY251128C00658000	11/14/2025 1:41 PM	658	19.45	19.32	19.68	-0.93	-4.56%	21	469	22.74%
SPY251128C00659000	11/14/2025 11:27 AM	659	20.50	18.39	18.93	1.39	7.27%	23	377	22.57%
SPY251128C00660000	11/14/2025 4:01 PM	660	17.15	17.72	18.08	-1.85	-9.74%	1,197	2,773	22.16%
SPY251128C00661000	11/14/2025 4:05 PM	661	16.51	16.92	17.29	-1.45	-8.07%	47	725	21.86%
SPY251128C00662000	11/14/2025 3:05 PM	662	18.02	16.07	16.51	0.90	5.26%	100	658	21.56%
SPY251128C00663000	11/14/2025 3:49 PM	663	14.92	15.33	15.56	-0.53	-3.43%	209	609	20.89%
SPY251128C00664000	11/14/2025 3:59 PM	664	14.18	14.53	14.99	-1.40	-8.99%	339	556	20.98%
SPY251128C00665000	11/14/2025 4:10 PM	665	13.90	13.95	14.07	-0.81	-5.51%	1,194	1,680	20.33%
SPY251128C00666000	11/14/2025 4:05 PM	666	12.73	13.22	13.34	-0.59	-4.43%	700	998	20.05%
SPY251128C00667000	11/14/2025 4:00 PM	667	12.10	12.53	12.62	-0.48	-3.82%	667	728	19.76%
SPY251128C00668000	11/14/2025 12:54 PM	668	13.20	11.85	11.92	0.73	5.85%	368	1,480	19.49%
SPY251128C00669000	11/14/2025 3:57 PM	669	10.58	11.16	11.23	-1.62	-13.28%	742	1,105	19.20%
SPY251128C00670000	11/14/2025 4:13 PM	670	10.51	10.49	10.57	-1.07	-9.24%	2,015	2,669	18.95%
SPY251128C00671000	11/14/2025 4:10 PM	671	9.66	9.84	9.91	-1.24	-11.38%	849	1,163	18.67%
SPY251128C00672000	11/14/2025 4:13 PM	672	9.26	9.20	9.27	-0.93	-9.13%	1,616	1,219	18.39%
SPY251128C00673000	11/14/2025 4:14 PM	673	8.62	8.59	8.67	-0.86	-9.07%	1,331	1,132	18.16%
SPY251128C00674000	11/14/2025 4:14 PM	674	8.03	7.99	8.07	-0.87	-9.78%	1,327	19,636	17.90%
SPY251128C00675000	11/14/2025 4:14 PM	675	7.45	7.41	7.45	-0.97	-11.52%	5,565	4,389	17.55%
SPY251128C00676000	11/14/2025 4:01 PM	676	6.52	6.85	6.91	-1.31	-16.73%	2,199	1,438	17.33%
SPY251128C00677000	11/14/2025 4:14 PM	677	6.34	6.31	6.37	-0.99	-13.51%	979	1,888	17.07%
SPY251128C00678000	11/14/2025 4:14 PM	678	5.83	5.79	5.88	-0.90	-13.37%	2,547	2,003	16.87%
SPY251128C00679000	11/14/2025 4:12 PM	679	5.38	5.30	5.35	-0.86	-13.78%	635	1,356	16.55%
SPY251128C00680000	11/14/2025 4:14 PM	680	4.86	4.83	4.87	-0.94	-16.21%	6,055	6,945	16.29%
SPY251128C00681000	11/14/2025 4:10 PM	681	4.36	4.38	4.43	-0.82	-15.83%	830	1,589	16.05%
SPY251128C00682000	11/14/2025 4:12 PM	682	4.05	3.96	4.01	-0.72	-15.09%	1,131	1,679	15.82%
SPY251128C00683000	11/14/2025 4:14 PM	683	3.60	3.57	3.61	-0.67	-15.69%	1,335	2,170	15.58%
SPY251128C00684000	11/14/2025 4:14 PM	684	3.20	3.19	3.24	-0.73	-18.58%	1,261	2,037	15.36%
SPY251128C00685000	11/14/2025 4:13 PM	685	2.92	2.85	2.89	-0.72	-19.78%	7,109	15,029	15.13%
SPY251128C00686000	11/14/2025 4:14 PM	686	2.55	2.53	2.57	-0.71	-21.78%	2,303	2,106	14.92%
SPY251128C00687000	11/14/2025 4:00 PM	687	2.10	2.23	2.27	-0.83	-28.33%	1,326	2,136	14.70%
SPY251128C00688000	11/14/2025 4:14 PM	688	1.97	1.96	2.00	-0.64	-24.52%	2,005	1,609	14.51%
SPY251128C00689000	11/14/2025 4:11 PM	689	1.73	1.72	1.75	-0.62	-26.38%	1,515	1,095	14.31%
SPY251128C00690000	11/14/2025 4:14 PM	690	1.51	1.49	1.52	-0.59	-28.10%	20,088	27,984	14.11%
SPY251128C00691000	11/14/2025 4:09 PM	691	1.26	1.29	1.32	-0.58	-31.52%	1,494	1,251	13.94%
SPY251128C00692000	11/14/2025 4:03 PM	692	1.05	1.11	1.14	-0.56	-34.78%	1,930	2,216	13.77%
SPY251128C00693000	11/14/2025 4:04 PM	693	0.88	0.96	0.98	-0.45	-33.83%	765	1,443	13.61%
SPY251128C00694000	11/14/2025 4:01 PM	694	0.75	0.82	0.84	-0.48	-39.02%	1,231	2,344	13.47%
SPY251128C00695000	11/14/2025 4:14 PM	695	0.71	0.69	0.71	-0.39	-35.45%	1,659	5,312	13.31%
SPY251128C00696000	11/14/2025 4:10 PM	696	0.57	0.59	0.61	-0.38	-40.00%	2,181	2,387	13.21%
SPY251128C00697000	11/14/2025 4:03 PM	697	0.46	0.49	0.51	-0.42	-47.73%	505	1,757	13.06%
SPY251128C00698000	11/14/2025 4:04 PM	698	0.38	0.41	0.43	-0.32	-45.71%	256	1,405	12.95%
SPY251128C00699000	11/14/2025 4:14 PM	699	0.36	0.35	0.36	-0.26	-41.94%	570	2,224	12.84%
SPY251128C00700000	11/14/2025 4:10 PM	700	0.29	0.29	0.30	-0.25	-46.30%	15,803	13,999	12.75%
SPY251128C00701000	11/14/2025 4:06 PM	701	0.21	0.24	0.25	-0.23	-52.27%	447	2,874	12.65%
SPY251128C00702000	11/14/2025 3:37 PM	702	0.20	0.20	0.21	-0.19	-48.72%	215	691	12.60%
SPY251128C00703000	11/14/2025 4:06 PM	703	0.14	0.16	0.18	-0.20	-58.82%	42	1,305	12.60%
SPY251128C00704000	11/14/2025 3:59 PM	704	0.13	0.14	0.15	-0.15	-53.57%	73	967	12.55%
SPY251128C00705000	11/14/2025 4:07 PM	705	0.11	0.11	0.13	-0.14	-56.00%	757	4,061	12.57%
SPY251128C00706000	11/14/2025 4:08 PM	706	0.10	0.09	0.11	-0.14	-58.33%	700	1,397	12.57%
SPY251128C00707000	11/14/2025 3:50 PM	707	0.09	0.08	0.09	-0.09	-50.00%	23	1,437	12.50%
SPY251128C00708000	11/14/2025 3:38 PM	708	0.08	0.07	0.08	-0.08	-50.00%	28	961	12.60%
SPY251128C00709000	11/14/2025 3:48 PM	709	0.05	0.06	0.07	-0.10	-66.67%	46	545	12.65%
SPY251128C00710000	11/14/2025 3:59 PM	710	0.04	0.05	0.06	-0.08	-66.67%	2,752	13,861	12.70%
SPY251128C00711000	11/14/2025 1:03 PM	711	0.08	0.04	0.05	-0.06	-42.86%	19	1,577	12.70%
SPY251128C00712000	11/14/2025 3:53 PM	712	0.05	0.04	0.05	-0.08	-61.54%	115	1,561	12.94%
SPY251128C00713000	11/14/2025 3:38 PM	713	0.04	0.03	0.04	-0.07	-63.64%	26	1,058	12.89%
SPY251128C00714000	11/14/2025 3:45 PM	714	0.03	0.03	0.04	-0.07	-70.00%	30	769	13.14%
SPY251128C00715000	11/14/2025 3:53 PM	715	0.04	0.03	0.04	-0.02	-33.33%	229	4,932	13.38%
SPY251128C00716000	11/14/2025 4:05 PM	716	0.03	0.02	0.04	-0.03	-50.00%	252	1,202	13.67%
SPY251128C00717000	11/14/2025 4:05 PM	717	0.03	0.02	0.04	-0.05	-62.50%	5	1,292	13.92%
SPY251128C00718000	11/14/2025 10:50 AM	718	0.05	0.02	0.03	-0.01	-16.67%	16	713	13.77%
SPY251128C00719000	11/14/2025 1:16 PM	719	0.04	0.02	0.03	-0.02	-33.33%	6	696	13.97%
SPY251128C00720000	11/14/2025 3:44 PM	720	0.03	0.02	0.03	-0.02	-40.00%	227	3,178	14.26%
SPY251128C00722000	11/14/2025 3:41 PM	722	0.02	0.02	0.03	-0.02	-50.00%	110	1,091	14.75%
SPY251128C00725000	11/14/2025 3:38 PM	725	0.03	0.02	0.03	-0.01	-25.00%	347	3,921	15.53%
SPY251128C00730000	11/14/2025 3:53 PM	730	0.02	0.02	0.03	-0.01	-33.33%	58	4,235	16.70%
SPY251128C00735000	11/14/2025 3:53 PM	735	0.02	0.01	0.02	0.00	0.00%	69	1,999	17.19%
SPY251128C00740000	11/14/2025 2:07 PM	740	0.02	0.01	0.02	0.00	0.00%	70	4,065	18.36%
SPY251128C00745000	11/14/2025 2:39 PM	745	0.02	0.01	0.02	-0.01	-33.33%	1,046	4,196	19.53%
SPY251128C00750000	11/14/2025 2:21 PM	750	0.02	0.01	0.02	0.00	0.00%	45	5,251	20.70%
SPY251128C00755000	11/11/2025 3:47 PM	755	0.03	0.01	0.02	0.00	0.00%	1	5,466	21.88%
SPY251128C00760000	11/14/2025 3:49 PM	760	0.01	0.01	0.02	-0.01	-50.00%	1	4,847	22.85%
SPY251128C00765000	11/13/2025 3:16 PM	765	0.02	0.01	0.02	0.00	0.00%	176	4,729	24.02%
SPY251128C00770000	11/12/2025 3:37 PM	770	0.02	0.01	0.02	0.00	0.00%	75	3,301	25.00%
SPY251128C00775000	11/14/2025 10:33 AM	775	0.02	0.01	0.02	0.00	0.00%	25	3,021	26.17%
SPY251128C00780000	11/14/2025 10:47 AM	780	0.02	0.01	0.02	0.00	0.00%	100	2,128	27.34%
SPY251128C00785000	11/13/2025 3:30 PM	785	0.02	0.01	0.02	0.00	0.00%	336	1,060	28.32%
SPY251128C00790000	11/14/2025 3:15 PM	790	0.02	0.01	0.02	-0.01	-33.33%	1	5,732	29.30%
SPY251205C00500000	11/14/2025 10:27 AM	500	173.10	172.66	175.15	-13.64	-7.30%	4	62	75.31%
SPY251205C00520000	11/10/2025 2:31 PM	520	162.29	152.77	155.27	0.00	0.00%	7	24	67.72%
SPY251205C00525000	11/12/2025 3:54 PM	525	160.49	147.80	150.31	0.00	0.00%	1	2	65.87%
SPY251205C00530000	11/10/2025 3:39 PM	530	153.64	142.84	145.33	0.00	0.00%	1	2	63.99%
SPY251205C00540000	11/7/2025 12:55 PM	540	125.55	132.91	135.41	0.00	0.00%	1	1	60.32%
SPY251205C00545000	11/14/2025 11:19 AM	545	129.46	127.95	130.44	-0.22	-0.17%	1	23	58.46%
SPY251205C00550000	11/12/2025 2:28 PM	550	134.55	122.99	125.49	0.00	0.00%	1	18	56.66%
SPY251205C00560000	10/31/2025 2:49 PM	560	125.14	113.08	115.57	0.00	0.00%	1	1	53.00%
SPY251205C00565000	11/14/2025 1:12 PM	565	110.74	108.13	110.63	9.78	9.69%	1	26	51.23%
SPY251205C00570000	11/6/2025 10:12 AM	570	106.67	103.18	105.68	0.00	0.00%	1	3	54.81%
SPY251205C00575000	10/31/2025 12:00 PM	575	110.10	98.23	100.74	0.00	0.00%	5	6	52.84%
SPY251205C00580000	11/3/2025 1:01 PM	580	106.94	93.29	95.80	0.00	0.00%	1	11	50.85%
SPY251205C00585000	11/14/2025 1:43 PM	585	89.15	88.36	90.86	-11.66	-11.57%	1	10	48.87%
SPY251205C00590000	11/13/2025 10:35 AM	590	90.63	83.44	85.95	0.00	0.00%	1	11	46.96%
SPY251205C00595000	10/31/2025 2:52 PM	595	90.71	78.51	81.04	0.00	0.00%	71	7	45.03%
SPY251205C00600000	11/14/2025 12:22 PM	600	77.50	73.62	76.14	1.50	1.97%	6	29	43.12%
SPY251205C00605000	11/13/2025 1:10 PM	605	71.70	68.74	71.26	0.00	0.00%	1	13	41.23%
SPY251205C00610000	11/13/2025 1:21 PM	610	66.50	63.88	66.41	0.00	0.00%	1	19	39.39%
SPY251205C00615000	11/14/2025 1:37 PM	615	60.78	59.05	61.58	-6.03	-9.03%	1	27	37.57%
SPY251205C00620000	11/14/2025 11:44 AM	620	56.89	55.26	55.94	-1.71	-2.92%	8	267	33.48%
SPY251205C00625000	11/14/2025 12:47 PM	625	52.93	49.50	52.06	-1.48	-2.72%	3	12	34.10%
SPY251205C00630000	11/14/2025 4:14 PM	630	46.17	44.80	47.38	-0.63	-1.35%	19	25	32.45%
SPY251205C00635000	11/14/2025 4:14 PM	635	41.58	40.17	42.76	-0.91	-2.14%	35	41	30.82%
SPY251205C00640000	11/14/2025 4:14 PM	640	37.00	35.62	38.24	-0.52	-1.39%	19	48	29.28%
SPY251205C00641000	11/13/2025 1:05 PM	641	37.65	34.73	37.22	0.00	0.00%	1	4	28.71%
SPY251205C00642000	11/13/2025 9:42 AM	642	31.83	33.83	36.34	-8.95	-21.95%	1	3	28.43%
SPY251205C00643000	11/13/2025 9:42 AM	643	39.68	32.95	35.46	0.00	0.00%	2	6	28.14%
SPY251205C00644000	11/14/2025 3:36 PM	644	33.83	32.07	34.59	-10.12	-23.03%	1	1	27.87%
SPY251205C00645000	11/14/2025 10:20 AM	645	29.97	31.19	33.72	-3.17	-9.57%	9	106	27.59%
SPY251205C00646000	11/14/2025 11:03 AM	646	31.24	30.31	32.85	-7.46	-19.28%	2	11	27.30%
SPY251205C00647000	11/6/2025 11:18 AM	647	32.13	29.44	31.99	0.00	0.00%	-	2	27.02%
SPY251205C00648000	11/14/2025 3:21 PM	648	30.33	28.57	31.14	-8.97	-22.82%	4	8	26.75%
SPY251205C00649000	11/14/2025 3:52 PM	649	28.53	28.94	29.24	-3.85	-11.89%	3	552	24.45%
SPY251205C00650000	11/14/2025 3:21 PM	650	28.31	27.00	29.45	0.39	1.40%	18	116	26.21%
SPY251205C00651000	11/13/2025 2:57 PM	651	27.30	26.05	28.62	0.00	0.00%	8	104	25.95%
SPY251205C00652000	11/14/2025 3:08 PM	652	27.87	25.21	27.79	-7.26	-20.67%	3	11	25.68%
SPY251205C00653000	11/14/2025 3:05 PM	653	27.52	24.38	27.02	2.39	9.51%	2	16	25.51%
SPY251205C00654000	11/14/2025 9:52 AM	654	22.20	23.55	26.15	-2.10	-8.64%	40	29	25.15%
SPY251205C00655000	11/14/2025 12:17 PM	655	26.26	22.73	25.34	1.64	6.66%	13	124	24.89%
SPY251205C00656000	11/14/2025 3:50 PM	656	22.66	23.16	23.37	-1.27	-5.31%	6	227	22.55%
SPY251205C00657000	11/13/2025 1:40 PM	657	22.98	21.12	23.74	0.00	0.00%	2	3	24.36%
SPY251205C00658000	11/14/2025 3:27 PM	658	21.71	20.33	22.95	-0.42	-1.90%	57	53	24.10%
SPY251205C00659000	11/14/2025 3:32 PM	659	21.17	19.66	22.21	-2.20	-9.41%	25	58	23.91%
SPY251205C00660000	11/14/2025 3:18 PM	660	20.55	19.93	20.22	0.66	3.32%	162	200	21.58%
SPY251205C00661000	11/14/2025 1:47 PM	661	19.09	18.16	20.66	-0.82	-4.12%	61	32	23.37%
SPY251205C00662000	11/14/2025 4:11 PM	662	18.50	18.42	18.67	-1.00	-5.13%	296	227	21.05%
SPY251205C00663000	11/14/2025 11:13 AM	663	18.03	16.68	19.14	-0.24	-1.31%	293	58	22.83%
SPY251205C00664000	11/14/2025 1:59 PM	664	17.83	16.92	17.21	0.62	3.60%	252	301	20.61%
SPY251205C00665000	11/14/2025 3:35 PM	665	16.66	16.24	16.45	0.38	2.33%	742	436	20.32%
SPY251205C00666000	11/14/2025 3:07 PM	666	16.91	15.47	15.79	0.86	5.36%	481	70	20.17%
SPY251205C00667000	11/14/2025 3:26 PM	667	15.09	14.72	15.04	-0.22	-1.44%	642	177	19.86%
SPY251205C00668000	11/14/2025 4:05 PM	668	13.76	14.14	14.52	-0.96	-6.52%	128	325	19.91%
SPY251205C00669000	11/14/2025 3:26 PM	669	13.81	13.48	13.59	-0.59	-4.10%	331	256	19.27%
SPY251205C00670000	11/14/2025 4:06 PM	670	12.33	12.81	12.88	-1.41	-10.26%	1,028	592	18.97%
SPY251205C00671000	11/14/2025 4:07 PM	671	11.85	12.15	12.23	-1.24	-9.47%	773	502	18.75%
SPY251205C00672000	11/14/2025 4:11 PM	672	11.59	11.51	11.58	-0.91	-7.28%	1,492	1,052	18.51%
SPY251205C00673000	11/14/2025 4:11 PM	673	10.96	10.88	10.95	-0.81	-6.88%	636	323	18.27%
SPY251205C00674000	11/14/2025 4:13 PM	674	10.34	10.27	10.34	-0.86	-7.68%	498	571	18.05%
SPY251205C00675000	11/14/2025 4:13 PM	675	9.74	9.69	9.75	-0.80	-7.59%	2,244	1,498	17.84%
SPY251205C00676000	11/14/2025 4:01 PM	676	8.73	9.10	9.17	-1.39	-13.74%	337	1,513	17.61%
SPY251205C00677000	11/14/2025 4:10 PM	677	8.50	8.54	8.60	-1.00	-10.53%	243	1,035	17.38%
SPY251205C00678000	11/14/2025 3:57 PM	678	7.53	7.98	8.07	-1.29	-14.63%	351	907	17.19%
SPY251205C00679000	11/14/2025 4:08 PM	679	7.36	7.46	7.53	-0.90	-10.90%	732	1,196	16.95%
SPY251205C00680000	11/14/2025 4:13 PM	680	6.97	6.95	7.00	-0.80	-10.30%	2,766	3,509	16.71%
SPY251205C00681000	11/14/2025 4:10 PM	681	6.41	6.46	6.55	-0.49	-7.10%	829	1,049	16.57%
SPY251205C00682000	11/14/2025 4:08 PM	682	5.85	5.99	6.05	-0.70	-10.69%	499	2,933	16.31%
SPY251205C00683000	11/14/2025 4:03 PM	683	5.38	5.53	5.60	-0.99	-15.54%	707	1,461	16.11%
SPY251205C00684000	11/14/2025 4:14 PM	684	5.13	5.10	5.16	-0.69	-11.86%	1,055	1,645	15.89%
SPY251205C00685000	11/14/2025 4:13 PM	685	4.68	4.69	4.75	-0.76	-13.97%	2,772	3,063	15.70%
SPY251205C00686000	11/14/2025 4:14 PM	686	4.31	4.31	4.36	-0.66	-13.28%	649	836	15.51%
SPY251205C00687000	11/14/2025 3:45 PM	687	3.91	3.94	3.99	-0.52	-11.74%	768	1,009	15.32%
SPY251205C00688000	11/14/2025 3:58 PM	688	3.35	3.59	3.64	-0.93	-21.73%	468	1,899	15.14%
SPY251205C00689000	11/14/2025 3:48 PM	689	3.11	3.27	3.32	-0.64	-17.07%	576	1,167	14.98%
SPY251205C00690000	11/14/2025 4:09 PM	690	2.95	2.96	3.01	-0.64	-17.83%	1,968	3,295	14.80%
SPY251205C00691000	11/14/2025 4:14 PM	691	2.73	2.68	2.72	-0.65	-19.23%	557	1,084	14.62%
SPY251205C00692000	11/14/2025 4:12 PM	692	2.45	2.41	2.46	-0.39	-13.73%	1,601	1,144	14.48%
SPY251205C00693000	11/14/2025 4:14 PM	693	2.22	2.17	2.21	-0.53	-19.27%	340	1,159	14.32%
SPY251205C00694000	11/14/2025 4:01 PM	694	1.84	1.91	1.99	-0.51	-21.70%	329	1,106	14.19%
SPY251205C00695000	11/14/2025 4:14 PM	695	1.78	1.74	1.78	-0.48	-21.24%	1,188	2,800	14.05%
SPY251205C00696000	11/14/2025 3:51 PM	696	1.50	1.54	1.59	-0.56	-27.18%	274	649	13.92%
SPY251205C00697000	11/14/2025 4:07 PM	697	1.34	1.38	1.42	-0.49	-26.78%	508	986	13.81%
SPY251205C00698000	11/14/2025 4:11 PM	698	1.25	1.23	1.25	-0.33	-20.89%	348	755	13.65%
SPY251205C00699000	11/14/2025 4:09 PM	699	1.08	1.09	1.12	-0.43	-28.48%	383	626	13.58%
SPY251205C00700000	11/14/2025 4:14 PM	700	0.98	0.97	0.99	-0.38	-27.94%	2,810	3,590	13.47%
SPY251205C00701000	11/14/2025 4:06 PM	701	0.80	0.85	0.88	-0.42	-34.43%	1,342	761	13.40%
SPY251205C00702000	11/14/2025 4:12 PM	702	0.76	0.75	0.77	-0.30	-28.30%	210	725	13.28%
SPY251205C00703000	11/14/2025 4:14 PM	703	0.68	0.66	0.68	-0.28	-29.17%	108	502	13.21%
SPY251205C00704000	11/14/2025 3:57 PM	704	0.52	0.58	0.60	-0.33	-38.82%	266	588	13.15%
SPY251205C00705000	11/14/2025 4:03 PM	705	0.48	0.51	0.53	-0.28	-36.84%	924	1,740	13.10%
SPY251205C00706000	11/14/2025 3:36 PM	706	0.46	0.45	0.46	-0.23	-33.33%	220	902	13.00%
SPY251205C00707000	11/14/2025 3:59 PM	707	0.34	0.39	0.41	-0.29	-46.03%	27	546	12.99%
SPY251205C00708000	11/14/2025 4:09 PM	708	0.34	0.34	0.36	-0.24	-41.38%	152	932	12.95%
SPY251205C00709000	11/14/2025 12:52 PM	709	0.40	0.30	0.31	-0.10	-20.00%	14	459	12.87%
SPY251205C00710000	11/14/2025 4:13 PM	710	0.28	0.26	0.28	-0.16	-36.36%	233	2,354	12.90%
SPY251205C00715000	11/14/2025 4:06 PM	715	0.12	0.14	0.15	-0.14	-53.85%	191	2,662	12.87%
SPY251205C00720000	11/14/2025 3:59 PM	720	0.07	0.07	0.09	-0.08	-53.33%	171	1,642	13.11%
SPY251205C00725000	11/14/2025 4:00 PM	725	0.05	0.05	0.06	-0.05	-50.00%	185	1,562	13.53%
SPY251205C00730000	11/14/2025 4:14 PM	730	0.03	0.03	0.05	-0.04	-57.14%	27	1,630	14.26%
SPY251205C00735000	11/14/2025 3:59 PM	735	0.04	0.03	0.04	-0.03	-42.86%	346	599	14.94%
SPY251205C00740000	11/14/2025 3:58 PM	740	0.03	0.02	0.03	-0.01	-25.00%	657	458	15.43%
SPY251205C00745000	11/14/2025 3:53 PM	745	0.02	0.02	0.03	-0.05	-71.43%	72	628	16.41%
SPY251205C00750000	11/14/2025 3:53 PM	750	0.02	0.02	0.03	-0.02	-50.00%	213	567	17.38%
SPY251205C00755000	11/14/2025 3:53 PM	755	0.02	0.02	0.03	-0.01	-33.33%	190	297	18.26%
SPY251205C00760000	11/14/2025 3:53 PM	760	0.02	0.01	0.02	0.00	0.00%	230	667	18.56%
SPY251205C00765000	11/14/2025 3:37 PM	765	0.02	0.01	0.02	0.00	0.00%	145	1,819	19.34%
SPY251205C00770000	11/13/2025 3:37 PM	770	0.02	0.01	0.02	0.00	0.00%	1,331	1,543	20.31%
SPY251205C00775000	11/14/2025 10:26 AM	775	0.03	0.01	0.02	0.01	50.00%	50	1,752	21.09%
SPY251205C00780000	11/14/2025 3:57 PM	780	0.01	0.01	0.02	-0.01	-50.00%	33	1,431	21.88%
SPY251205C00785000	11/14/2025 1:39 PM	785	0.02	0.01	0.03	0.00	0.00%	75	1,824	23.63%
SPY251205C00790000	11/14/2025 3:23 PM	790	0.02	0.01	0.03	0.00	0.00%	110	1,133	24.61%
SPY251212C00400000	11/10/2025 9:47 AM	400	280.13	272.67	275.20	0.00	0.00%	2	2	104.91%
SPY251212C00520000	11/3/2025 1:49 PM	520	166.99	153.42	155.95	0.00	0.00%	-	1	61.84%
SPY251212C00525000	11/7/2025 2:08 PM	525	144.18	148.47	150.99	0.00	0.00%	1	1	60.19%
SPY251212C00540000	11/14/2025 12:42 PM	540	137.27	133.63	136.15	-8.21	-5.64%	2	1	55.35%
SPY251212C00545000	11/12/2025 3:02 PM	545	139.96	128.68	131.21	0.00	0.00%	2	18	53.74%
SPY251212C00560000	11/13/2025 3:46 PM	560	115.26	113.87	116.40	0.00	0.00%	3	2	53.44%
SPY251212C00565000	11/10/2025 3:40 PM	565	119.66	108.95	111.48	0.00	0.00%	1	2	51.73%
SPY251212C00570000	11/7/2025 10:08 AM	570	98.19	104.04	106.56	0.00	0.00%	1	1	50.02%
SPY251212C00580000	11/14/2025 1:32 PM	580	96.50	94.21	96.75	-4.81	-4.75%	5	2	46.64%
SPY251212C00590000	11/10/2025 11:00 AM	590	89.70	84.48	86.98	0.00	0.00%	1	3	43.32%
SPY251212C00600000	11/14/2025 4:11 PM	600	75.95	74.74	77.30	0.37	0.49%	18	24	40.12%
SPY251212C00605000	11/13/2025 1:30 PM	605	71.68	69.93	72.49	0.00	0.00%	2	3	38.55%
SPY251212C00610000	11/14/2025 9:49 AM	610	62.54	65.14	67.71	-13.98	-18.27%	13	19	37.00%
